01-Estaciones Telemétricas.Radio.DNP3.03-167-Horizontes del Guerrero 1 - Booster 2B,01-Estaciones Telemétricas.Radio.DNP3.03-167-Horizontes del Guerrero 1 - Booster 2B    Alarmas Activas: 0,-2.12381,-79.9611,0,0,0,0,0
01-Estaciones Telemétricas.Radio.DNP3.03-168-Horizontes del Guerrero 2 - Booster 2B,01-Estaciones Telemétricas.Radio.DNP3.03-168-Horizontes del Guerrero 2 - Booster 2B    Alarmas Activas: 0,-2.12759,-79.9584,0,0,0,0,0
01-Estaciones Telemétricas.Radio.DNP3.03-171-Inmaconsa AAPP Parte Baja,01-Estaciones Telemétricas.Radio.DNP3.03-171-Inmaconsa AAPP Parte Baja    Alarmas Activas: 0,-2.11804,-79.9419,0,0,0,0,0
01-Estaciones Telemétricas.Radio.DNP3.03-172-Inmaconsa AAPP Parte Alta,01-Estaciones Telemétricas.Radio.DNP3.03-172-Inmaconsa AAPP Parte Alta    Alarmas Activas: 0,-2.11697,-79.9468,0,0,0,0,0
01-Estaciones Telemétricas.Radio.DNP3.03-173-Interseccion Orellana,01-Estaciones Telemétricas.Radio.DNP3.03-173-Interseccion Orellana    Alarmas Activas: 0,-2.08227,-79.9156,0,0,0,0,0
01-Estaciones Telemétricas.Radio.DNP3.03-174-Ferroviaria,01-Estaciones Telemétricas.Radio.DNP3.03-174-Ferroviaria    Alarmas Activas: 0,-2.18865,-79.9016,0,0,0,0,0
01-Estaciones Telemétricas.Radio.DNP3.03-154-Cloradora Victoria,01-Estaciones Telemétricas.Radio.DNP3.03-154-Cloradora Victoria    Alarmas Activas: 0,-2.06425,-79.965,0,0,0,0,0
01-Estaciones Telemétricas.Radio.DNP3.03-157-Crisol,01-Estaciones Telemétricas.Radio.DNP3.03-157-Crisol    Alarmas Activas: 0,-2.18672,-79.9404,0,0,0,0,0
01-Estaciones Telemétricas.Radio.DNP3.03-155-Mapasingue Este Parte Alta,01-Estaciones Telemétricas.Radio.DNP3.03-155-Mapasingue Este Parte Alta    Alarmas Activas: 0,-2.15407,-79.9182,0,0,0,0,0
01-Estaciones Telemétricas.Radio.DNP3.03-158-Guabita,01-Estaciones Telemétricas.Radio.DNP3.03-158-Guabita    Alarmas Activas: 0,-2.13926,-79.9367,0,0,0,0,0
01-Estaciones Telemétricas.Radio.DNP3.03-159-Bosques de la Costa 2,01-Estaciones Telemétricas.Radio.DNP3.03-159-Bosques de la Costa 2    Alarmas Activas: 0,-2.18446,-79.9696,0,0,0,0,0
01-Estaciones Telemétricas.Radio.DNP3.03-162-Actuador 2000mm,01-Estaciones Telemétricas.Radio.DNP3.03-162-Actuador 2000mm    Alarmas Activas: 0,-2.15957,-79.9077,0,0,0,0,0
01-Estaciones Telemétricas.Radio.DNP3.03-163-Tanque 10-35 Sur Flor de Bastion,01-Estaciones Telemétricas.Radio.DNP3.03-163-Tanque 10-35 Sur Flor de Bastion    Alarmas Activas: 0,-2.11215,-79.9614,0,0,0,0,0
01-Estaciones Telemétricas.Radio.DNP3.03-164-Martha de Roldós,01-Estaciones Telemétricas.Radio.DNP3.03-164-Martha de Roldós    Alarmas Activas: 0,-2.14128,-79.9253,0,0,0,0,0
01-Estaciones Telemétricas.Radio.DNP3.03-165-VRP Alborada,01-Estaciones Telemétricas.Radio.DNP3.03-165-VRP Alborada    Alarmas Activas: 0,-2.13868,-79.9058,0,0,0,0,0
01-Estaciones Telemétricas.Radio.DNP3.03-175-Vergeles 1 AASS,01-Estaciones Telemétricas.Radio.DNP3.03-175-Vergeles 1 AASS    Alarmas Activas: 0,-2.09069,-79.9033,0,0,0,0,0
01-Estaciones Telemétricas.Radio.DNP3.03-176-PTAR Tenguel,01-Estaciones Telemétricas.Radio.DNP3.03-176-PTAR Tenguel    Alarmas Activas: 0,-2.99618,-79.7979,0,0,0,0,0
01-Estaciones Telemétricas.Radio.DNP3.03-180-Guasmo B,01-Estaciones Telemétricas.Radio.DNP3.03-180-Guasmo B    Alarmas Activas: 0,-2.235,-79.9056,0,0,0,0,0
01-Estaciones Telemétricas.Radio.DNP3.03-181-Estación Guasmo E1,01-Estaciones Telemétricas.Radio.DNP3.03-181-Estación Guasmo E1    Alarmas Activas: 0,-2.25542,-79.8986,0,0,0,0,0
01-Estaciones Telemétricas.Radio.DNP3.03-229-El Carmen - Booster 2B,01-Estaciones Telemétricas.Radio.DNP3.03-229-El Carmen - Booster 2B    Alarmas Activas: 0,-2.18085,-79.8792,0,0,0,0,0
01-Estaciones Telemétricas.Radio.DNP3.03-230-Booster Mapasingue Provisional,01-Estaciones Telemétricas.Radio.DNP3.03-230-Booster Mapasingue Provisional    Alarmas Activas: 0,-2.14856,-79.927,0,0,0,0,0
01-Estaciones Telemétricas.Radio.DNP3.03-110-C1,01-Estaciones Telemétricas.Radio.DNP3.03-110-C1    Alarmas Activas: 0,-2.12587,-79.9073,255,0,0,1,0
01-Estaciones Telemétricas.Radio.DNP3.03-133-Pascuales,01-Estaciones Telemétricas.Radio.DNP3.03-133-Pascuales    Alarmas Activas: 0,-2.06729,-79.9264,255,0,0,1,0
01-Estaciones Telemétricas.Radio.DNP3.03-125-Puerto Azul,01-Estaciones Telemétricas.Radio.DNP3.03-125-Puerto Azul    Alarmas Activas: 0,-2.19169,-79.9615,255,0,0,1,0
01-Estaciones Telemétricas.Radio.DNP3.03-211 -Estación Guasmo I,01-Estaciones Telemétricas.Radio.DNP3.03-211 -Estación Guasmo I    Alarmas Activas: 0,-2.27023,-79.8913,255,0,0,1,0
01-Estaciones Telemétricas.Radio.DNP3.03-028-Planta Osmosis Inversa Puná,01-Estaciones Telemétricas.Radio.DNP3.03-028-Planta Osmosis Inversa Puná    Alarmas Activas: 1,-2.73478,-79.9137,255,1,1,0,0
01-Estaciones Telemétricas.Radio.DNP3.03-031-Cloradora Aurora Estrada,01-Estaciones Telemétricas.Radio.DNP3.03-031-Cloradora Aurora Estrada    Alarmas Activas: 1,-2.22124,-79.9045,255,1,1,0,0
01-Estaciones Telemétricas.Radio.DNP3.03-116-B2,01-Estaciones Telemétricas.Radio.DNP3.03-116-B2     Alarmas Activas: 1,-2.08468,-79.936,255,1,1,0,0
01-Estaciones Telemétricas.Radio.DNP3.03-143-Ambev,01-Estaciones Telemétricas.Radio.DNP3.03-143-Ambev    Alarmas Activas: 1,-2.07705,-79.943,255,1,1,0,0
01-Estaciones Telemétricas.Radio.DNP3.03-153-Mucho Lote 2,01-Estaciones Telemétricas.Radio.DNP3.03-153-Mucho Lote 2    Alarmas Activas: 1,-2.08208,-79.8961,255,1,1,0,0
01-Estaciones Telemétricas.Radio.DNP3.03-161-Sauces IX - Booster 2B,01-Estaciones Telemétricas.Radio.DNP3.03-161-Sauces IX - Booster 2B     Alarmas Activas: 1,-2.1313,-79.8911,255,1,1,1,0
01-Estaciones Telemétricas.Radio.DNP3.03-046-Vergeles XII,01-Estaciones Telemétricas.Radio.DNP3.03-046-Vergeles XII    Alarmas Activas: 2,-2.11548,-79.8842,255,1,2,0,0
01-Estaciones Telemétricas.Radio.Modbus.06-050-Trinitaria,01-Estaciones Telemétricas.Radio.Modbus.06-050-Trinitaria    Alarmas Activas: 0,-2.23902,-79.9144,0,0,0,0,0
01-Estaciones Telemétricas.Radio.Modbus.02-051-Guasmo H,01-Estaciones Telemétricas.Radio.Modbus.02-051-Guasmo H    Alarmas Activas: 0,-2.26451,-79.8739,0,0,0,0,0
01-Estaciones Telemétricas.Radio.Modbus.02-091-Guasmo J,01-Estaciones Telemétricas.Radio.Modbus.02-091-Guasmo J     Alarmas Activas: 0,-2.27746,-79.8814,0,0,0,0,0
01-Estaciones Telemétricas.Radio.Modbus.02-088-Pastor Vera,01-Estaciones Telemétricas.Radio.Modbus.02-088-Pastor Vera    Alarmas Activas: 0,-2.129,-79.9216,0,0,0,0,0
01-Estaciones Telemétricas.Radio.Modbus.02-086-Voluntad de Dios,01-Estaciones Telemétricas.Radio.Modbus.02-086-Voluntad de Dios    Alarmas Activas: 0,-2.13943,-79.9422,0,0,0,0,0
01-Estaciones Telemétricas.Radio.Modbus.02-087-Maria Eugenia,01-Estaciones Telemétricas.Radio.Modbus.02-087-Maria Eugenia    Alarmas Activas: 0,-2.13943,-79.9422,0,0,0,0,0
01-Estaciones Telemétricas.Radio.Modbus.02-095-9 de Enero,01-Estaciones Telemétricas.Radio.Modbus.02-095-9 de Enero    Alarmas Activas: 0,-2.15247,-79.9361,0,0,0,0,0
01-Estaciones Telemétricas.Radio.Modbus.02-092-Los Parques,01-Estaciones Telemétricas.Radio.Modbus.02-092-Los Parques    Alarmas Activas: 0,-2.17573,-79.9426,0,0,0,0,0
01-Estaciones Telemétricas.Radio.Modbus.02-057-Pancho Jácome,01-Estaciones Telemétricas.Radio.Modbus.02-057-Pancho Jácome    Alarmas Activas: 0,-2.13076,-79.9411,0,0,0,0,0
01-Estaciones Telemétricas.Radio.Modbus.02-093-Juan Montalvo,01-Estaciones Telemétricas.Radio.Modbus.02-093-Juan Montalvo    Alarmas Activas: 0,-2.12219,-79.9205,0,0,0,0,0
01-Estaciones Telemétricas.Radio.Modbus.02-094-Carlos Magno,01-Estaciones Telemétricas.Radio.Modbus.02-094-Carlos Magno    Alarmas Activas: 0,-2.1212,-79.918,0,0,0,0,0
01-Estaciones Telemétricas.Radio.Modbus.02-043-Guayacanes,01-Estaciones Telemétricas.Radio.Modbus.02-043-Guayacanes    Alarmas Activas: 0,-2.12016,-79.8893,0,0,0,0,0
01-Estaciones Telemétricas.LAN interagua.DNP3.03-040-Estacion de Bombeo 4,01-Estaciones Telemétricas.LAN interagua.DNP3.03-040-Estacion de Bombeo 4    Alarmas Activas: 0,-1.98307,-79.9797,0,0,0,0,0
01-Estaciones Telemétricas.LAN interagua.DNP3.03-169-San Lorenzo PB,01-Estaciones Telemétricas.LAN interagua.DNP3.03-169-San Lorenzo PB    Alarmas Activas: 0,-2.45622,-80.2858,0,0,0,0,0
01-Estaciones Telemétricas.LAN interagua.DNP3.03-019-Pantanos Secos,01-Estaciones Telemétricas.LAN interagua.DNP3.03-019-Pantanos Secos    Alarmas Activas: 0,-2.20961,-79.9574,0,0,0,0,0
01-Estaciones Telemétricas.LAN interagua.DNP3.03-21-Planta Tornillo,01-Estaciones Telemétricas.LAN interagua.DNP3.03-21-Planta Tornillo    Alarmas Activas: 0,-2.12651,-79.8821,0,0,0,0,0
01-Estaciones Telemétricas.GPRS.Modbus.06-057-Los Senderos,01-Estaciones Telemétricas.GPRS.Modbus.06-057-Los Senderos    Alarmas Activas: 0,-2.16836,-79.9356,0,0,0,0,0
01-Estaciones Telemétricas.GPRS.Modbus.06-002-Guasmo G,01-Estaciones Telemétricas.GPRS.Modbus.06-002-Guasmo G    Alarmas Activas: 0,-2.26699,-79.8786,0,0,0,0,0
01-Estaciones Telemétricas.GPRS.Modbus TCP.01-039-Montebello,01-Estaciones Telemétricas.GPRS.Modbus TCP.01-039-Montebello    Alarmas Activas: 0,-2.08528,-79.9402,0,0,0,0,0
01-Estaciones Telemétricas.GPRS.DNP3 TCP - IP.07-010-El Morro -Posorja,01-Estaciones Telemétricas.GPRS.DNP3 TCP - IP.07-010-El Morro -Posorja    Alarmas Activas: 0,-2.63419,-80.3293,0,0,0,0,0
01-Estaciones Telemétricas.GPRS.DNP3 TCP - IP.07-011- Data Villamil - Posorja,01-Estaciones Telemétricas.GPRS.DNP3 TCP - IP.07-011- Data Villamil - Posorja    Alarmas Activas: 0,-2.71352,-80.3097,0,0,0,0,0
01-Estaciones Telemétricas.GPRS.DNP3 TCP - IP.07-013- Nirsa - Posorja,01-Estaciones Telemétricas.GPRS.DNP3 TCP - IP.07-013- Nirsa - Posorja    Alarmas Activas: 0,-2.46854,-80.3892,0,0,0,0,0
01-Estaciones Telemétricas.GPRS.DNP3 TCP - IP.07-014 - San Antonio - Posorja,01-Estaciones Telemétricas.GPRS.DNP3 TCP - IP.07-014 - San Antonio - Posorja    Alarmas Activas: 0,-2.53359,-80.3899,0,0,0,0,0
01-Estaciones Telemétricas.GPRS.DNP3 TCP - IP.07-012-San Miguel - Posorja,01-Estaciones Telemétricas.GPRS.DNP3 TCP - IP.07-012-San Miguel - Posorja    Alarmas Activas: 0,-2.54868,-80.3322,0,0,0,0,0
01-Estaciones Telemétricas.GPRS.DNP3 TCP - IP.03-020-Macromedidor Pradera,01-Estaciones Telemétricas.GPRS.DNP3 TCP - IP.03-020-Macromedidor Pradera    Alarmas Activas: 0,-2.24177,-79.8868,0,0,0,0,0
01-Estaciones Telemétricas.GPRS.DNP3 TCP - IP.03-024-Estación Alborada XIII,01-Estaciones Telemétricas.GPRS.DNP3 TCP - IP.03-024-Estación Alborada XIII    Alarmas Activas: 0,-2.1257,-79.903,0,0,0,0,0
01-Estaciones Telemétricas.GPRS.DNP3 TCP - IP.03-025-Estacion Mi Comisariato,01-Estaciones Telemétricas.GPRS.DNP3 TCP - IP.03-025-Estacion Mi Comisariato    Alarmas Activas: 0,-2.14115,-79.8973,0,0,0,0,0
01-Estaciones Telemétricas.GPRS.DNP3 TCP - IP.07-037-Extasis Sur,01-Estaciones Telemétricas.GPRS.DNP3 TCP - IP.07-037-Extasis Sur    Alarmas Activas: 0,-2.25758,-79.8943,0,0,0,0,0
01-Estaciones Telemétricas.GPRS.DNP3 TCP - IP.07-038-Mormones,01-Estaciones Telemétricas.GPRS.DNP3 TCP - IP.07-038-Mormones    Alarmas Activas: 0,-2.26346,-79.8981,0,0,0,0,0
01-Estaciones Telemétricas.GPRS.DNP3 TCP - IP.07-039-Base Naval,01-Estaciones Telemétricas.GPRS.DNP3 TCP - IP.07-039-Base Naval    Alarmas Activas: 0,-2.26346,-79.8981,0,0,0,0,0
01-Estaciones Telemétricas.GPRS.DNP3 TCP - IP.03-070- Reservorio Posorja Pluviómetro,01-Estaciones Telemétricas.GPRS.DNP3 TCP - IP.03-070- Reservorio Posorja Pluviómetro    Alarmas Activas: 0,-2.71388,-80.2599,0,0,0,0,0
01-Estaciones Telemétricas.GPRS.DNP3 TCP - IP.03-052-Estación Guasmo F,01-Estaciones Telemétricas.GPRS.DNP3 TCP - IP.03-052-Estación Guasmo F    Alarmas Activas: 0,-2.26426,-79.8865,0,0,0,0,0
